evaluation,offline_var_0,offline_var_1,offline_var_2,offline_var_3,offline_var_4,offline_var_5,offline_var_6,offline_var_7,offline_var_8,offline_var_9,offline_var_10,offline_var_11,offline_var_12,offline_var_13,offline_var_14,offline_var_15,offline_var_16,offline_var_17,offline_var_18,offline_var_19,offline_var_20,offline_var_21,offline_var_22,offline_var_23,offline_var_24,offline_var_25,offline_var_26,offline_var_27,offline_var_28,offline_var_29,offline_var_30,offline_var_31,offline_var_32,offline_var_33,offline_var_34,offline_var_35,offline_var_36,offline_var_37,obj_Maximize_Volume,con_Maintain_L/D_Ratio,38_DV_Model_cl,38_DV_Model_cd,38_DV_Model_Volume,38_DV_Model_CL,38_DV_Model_CD,38_DV_Model_K,38_DV_Model_-CL,38_DV_Model_-CD,38_DV_Model_-K,convergence_metric,acqf_value
275,0.063085677,-0.096050701,0.144528382,-0.074470206,0.237316774,-0.013000151,-0.148905268,0.01164695,-0.167482526,0.047207691,-0.004953485,-0.071559772,0.244621386,0.378331018,0.434517898,0.115983445,0.300246996,0.325293677,-0.029997914,0.124226993,0.115750058,0.07142975,0.290831758,0.063390919,-0.012672842,0.067120459,0.110844371,0.034128126,0.040043307,0.02169873,-0.024641879,0.063964915,0.02356004,-0.048456584,-0.081048199,-0.044768063,-0.036609723,-0.068228023,12.28949568,-1.073436162,3.681220261,1.078443973,12.28949568,3.681220261,1.078443973,3.413455269,-3.681220261,-1.078443973,-3.413455269,2.870680061,0
276,0.359944929,0.069013852,-0.042011349,0.186084677,0.051343082,-0.15994139,0.057493205,-0.078507113,-0.040637544,-0.140633456,-0.052014965,-0.001903849,0.388792675,0.478277423,0.40164348,0.261208649,0.314248675,0.198151816,0.223274005,0.08678048,0.023958963,0.061307065,0.023074038,0.191026661,0.168422759,0.192033026,0.151895819,0.170254752,0.035618033,0.014544229,-0.026398203,-0.073467297,-0.082656934,-0.099810679,0.012957609,-0.007843507,-0.043917068,-0.083874773,13.1939246,-0.554301026,3.220420906,0.818905753,13.1939246,3.220420906,0.818905753,3.932590405,-3.220420906,-0.818905753,-3.932590405,2.870680061,0
277,0.391285671,0.04670398,-0.075046654,-0.006712325,0.140930833,-0.073742428,-0.072583953,0.066109669,0.049956348,0.009485959,-0.087677361,-0.12898457,0.178395842,0.139307201,0.252880293,0.183212113,0.036227341,0.235997046,0.094360855,0.360936508,0.220251648,0.024223313,0.170296731,0.220782662,0.05796604,0.046344816,0.066695476,0.123068493,-0.027027273,0.052949746,0.092784112,-0.06620182,-0.051856443,-0.123437113,-0.033136852,-0.061622181,-0.115937383,-0.032507743,12.29240797,-0.569447747,3.40891931,0.870189742,12.29240797,3.40891931,0.870189742,3.917443684,-3.40891931,-0.870189742,-3.917443684,2.870680061,0
278,-0.037486504,0.17540012,0.17941836,-0.101363187,0.126398057,-0.074299131,-0.135727923,-0.037804504,-0.006500432,-0.012149489,-0.092217319,-0.051781408,0.302537786,0.110119952,0.237770946,0.220961505,0.138034293,0.333818725,0.330097966,0.145792037,0.265372978,0.08339445,0.219103031,0.038430126,0.044559487,0.07531739,-0.022157567,0.171553221,0.104086897,0.07619769,-0.061539545,0.079200469,-0.007843039,-0.110662243,-0.007246258,-0.11352997,-0.008897714,-0.04362517,13.04332503,-1.104488989,3.979575294,1.176552868,13.04332503,3.979575294,1.176552868,3.382402442,-3.979575294,-1.176552868,-3.382402442,2.870680061,0
279,0.005289884,-0.067857333,-0.025871754,-0.019763338,0.128741733,-0.039430778,-0.142257151,0.046941452,-0.065221921,-0.036039912,-0.130836006,0.002480981,0.150420091,0.213359198,0.260527156,0.184396975,-0.017421138,0.053761981,0.34059108,0.142601138,0.082925757,-0.01488676,0.125803114,0.182843784,0.067517573,0.150594991,0.12979333,-0.013503362,-0.000148739,-0.00975629,-0.030385021,0.049741029,0.028669347,-0.164096662,-0.057764109,-0.063734525,0.002914299,-0.087773646,12.38868498,-0.594057663,4.012366878,1.030705937,12.38868498,4.012366878,1.030705937,3.892833767,-4.012366878,-1.030705937,-3.892833767,2.870680061,0
280,0.143290979,0.017002518,-0.063688473,0.189999494,-0.021957913,0.089493757,-0.019462909,-0.107602448,-0.15279703,-0.156139516,-0.149514104,0.016042673,0.349293363,0.442192932,0.392925636,0.024004733,0.188976203,0.213181245,0.208451907,0.128377043,0.013689763,0.218045678,0.274764899,0.14467722,0.155501007,0.142497503,-0.033724831,0.146964194,0.091325287,0.065704611,-0.045349969,0.038095377,-0.024484201,0.012282803,-0.074791988,-0.112979874,-0.005200209,-0.016808239,13.10475007,-0.681681877,3.484620189,0.915749879,13.10475007,3.484620189,0.915749879,3.805209553,-3.484620189,-0.915749879,-3.805209553,2.870680061,0
281,0.033941184,0.13510233,-0.055213175,-0.207957133,0.106017051,-0.154454812,0.059117325,-0.033288586,-0.055872138,0.014769438,0.013694205,-0.106857285,0.359206059,0.224296242,0.375531494,0.005428586,0.061004149,0.197874855,0.19703054,0.21747614,0.136368342,0.049813911,0.154891898,0.18562595,0.139629543,0.048682629,0.172130966,0.100718755,0.009797819,0.030185157,-0.03673874,-0.089940073,-0.103522316,-0.062968229,-0.089935413,-0.134499825,-0.045867853,-0.004333235,13.30320329,-0.878740117,3.833862142,1.06255581,13.30320329,3.833862142,1.06255581,3.608151314,-3.833862142,-1.06255581,-3.608151314,2.870680061,0
282,0.263688499,-0.050551921,0.182787351,0.059103325,0.066794866,0.048132022,0.104533565,0.010393346,0.035853508,-0.051480546,-0.078715624,-0.042529087,0.233306531,0.089742253,0.152693877,0.183131914,0.34391971,0.104754868,0.356932213,0.123702291,0.169182306,-0.001068916,-0.026515414,0.191532743,0.036321903,0.150812385,-0.034339558,0.037704971,0.02124365,0.037097124,0.037584971,-0.018729688,-0.130137698,-0.146161499,-0.055531876,-0.072803165,-0.093089457,-0.07788383,11.79121427,-0.270773089,3.526609749,0.836458909,11.79121427,3.526609749,0.836458909,4.216118341,-3.526609749,-0.836458909,-4.216118341,2.870680061,0
283,0.29176278,0.171126826,0.111937742,-0.10938491,-0.068503461,-0.083725256,0.108276199,0.048506018,0.035359482,-0.01890123,-0.090614479,-0.057840512,0.416649069,0.195911221,-0.056487046,-0.006460068,0.246341695,0.272712136,0.142817182,-0.018391734,0.016899043,0.163096761,0.185166729,-0.004965538,0.102348943,0.025597405,0.018007103,0.025231126,0.131274457,0.027173104,-0.078837708,0.03486152,-0.027014913,-0.093443475,-0.039006043,-0.046749595,-0.07547779,-0.028760974,11.18729667,-0.7544565,3.361314855,0.900568909,11.18729667,3.361314855,0.900568909,3.732434931,-3.361314855,-0.900568909,-3.732434931,2.870680061,0
284,0.124985718,-0.050813521,0.008438838,0.288862936,0.170435689,0.086771491,0.045192681,0.110847971,-0.150270706,-0.030777691,-0.001524921,-0.086500963,0.459461715,0.213782486,0.27395722,0.393639898,0.10259725,0.267102953,0.282858713,0.28762892,0.275809431,0.116966871,0.253374759,0.259018154,-0.016864991,0.121496357,0.122496142,0.161358878,0.098415099,0.084428031,-0.01376799,-0.062927085,-0.038376564,-0.130013831,-0.061224318,-0.142632088,-0.035493347,-0.056944075,13.63633068,-0.939792441,2.932535372,0.826741904,13.63633068,2.932535372,0.826741904,3.54709899,-2.932535372,-0.826741904,-3.54709899,2.870680061,0
285,0.119614744,0.073191919,0.170818195,-0.21024605,0.072535502,0.094033163,-0.017947639,-0.093737027,-0.193699148,-0.08135069,-0.063855148,-0.039212952,0.3234263,-0.024050312,-0.022304109,0.356720314,0.281664611,0.154357396,0.288086425,0.179182945,0.105003498,0.227154157,0.134664057,0.138873691,0.176346298,0.122654013,0.107500482,0.196473686,0.127440559,0.077578066,-0.010522426,-0.094002588,-0.041416772,0.026919752,-0.145365425,0.011683433,-0.019743471,-0.00234976,12.58011203,-0.934671055,3.976881005,1.11954794,12.58011203,3.976881005,1.11954794,3.552220376,-3.976881005,-1.11954794,-3.552220376,2.870680061,0
286,0.4,0.157016933,0.165109831,0.299758402,0.189917015,-0.181954937,0.093757584,0.119956165,-0.199857304,0.037730518,0.029793317,-0.149952962,0.087442472,0.25568581,0.268688192,0.399639601,0.349857372,-0.073624939,0.177630932,0.205444949,-0.049984607,0.140597097,-0.049690916,-0.029358608,-0.029906005,-0.01991283,-0.049686399,0.079003761,-0.029886779,-0.019899924,-0.099885173,-0.006366433,-0.19978815,-0.199916001,-0.199749958,0.019910559,0.019967045,0.009930368,10.48611105,0.350077737,3.30819696,0.683940055,10.48611105,3.30819696,0.683940055,4.836969168,-3.30819696,-0.683940055,-4.836969168,2.870680061,0.070938334
287,0.165609171,0.023527386,-0.028763707,-0.130125281,0.051563112,0.10853974,0.058344089,0.034201777,-0.027978129,-0.020813245,-0.057076153,-0.106251415,-0.067368184,0.312671482,0.123662459,0.163151234,0.249829984,0.30657992,0.352735085,0.040901608,0.239032622,0.028731632,0.064092174,0.149813046,0.134881838,0.17888743,0.122775831,0.190651456,0.149457645,0.015017197,0.005507692,0.02862063,-0.068061618,0.016824789,-0.185113792,-0.086404586,-0.111254249,-0.045549079,12.72374458,-0.726002977,3.683390348,0.979393671,12.72374458,3.683390348,0.979393671,3.760888454,-3.683390348,-0.979393671,-3.760888454,2.870680061,0
288,0.079380046,-0.106921262,0.065733028,0.285064688,-0.086432695,0.019483341,0.038899397,-0.046509338,-0.18906641,-0.173196346,-0.077387335,-0.076386767,-0.022382485,0.438723988,-0.092706155,-0.003101984,0.156308621,-0.023470809,0.243616906,0.163799555,-0.045569164,-0.029596427,0.150818628,0.282176754,0.149512291,0.094348233,0.127766236,-0.013930827,0.084277835,0.085845192,0.019732935,0.061444857,0.018791314,-0.090722369,-0.010445124,-0.124511047,-0.113885555,-0.005290478,11.29816328,-0.397795166,3.605021534,0.881618162,11.29816328,3.605021534,0.881618162,4.089096265,-3.605021534,-0.881618162,-4.089096265,2.870680061,0
289,0.010894963,0.033729902,0.091687689,0.02623292,0.088173338,-0.008341942,-0.145423922,-0.105340392,-0.138476612,-0.080199554,-0.016828609,-0.091634382,-0.000699722,0.285714067,0.29773771,0.232606161,0.211856451,0.347648709,0.257717981,0.107315232,0.024062762,0.101837208,0.267453959,0.128423264,0.187518074,0.152543695,0.016939201,0.188978561,0.064753548,0.080617466,-0.099108925,0.089129089,-0.153539322,-0.00461765,-0.150994723,-0.006477336,-0.068213119,-0.05235527,13.12746125,-0.825101187,3.827843422,1.04534754,13.12746125,3.827843422,1.04534754,3.661790244,-3.827843422,-1.04534754,-3.661790244,2.870680061,0
290,0.097890515,0.242572386,-0.081192211,-0.231777519,-0.078872651,0.104427392,0.021410144,0.090087636,-0.134839171,-0.115243905,-0.076861136,-0.034662843,0.188172584,0.059307912,0.359437229,0.163626181,0.318242602,0.105479588,0.180544082,0.207728142,0.07288862,0.029197389,0.174677696,0.112292321,0.160107611,0.027490632,0.06988799,0.083137822,-0.016433711,-0.008443764,0.006049709,-0.016176666,-0.129263065,0.021653091,-0.095144554,-0.109670959,-0.005099701,-0.054371696,12.30526436,-0.673269996,4.151448969,1.088584444,12.30526436,4.151448969,1.088584444,3.813621435,-4.151448969,-1.088584444,-3.813621435,2.870680061,0
291,0.278285893,-0.031647783,0.178284464,0.094494552,0.229700189,-0.089796714,0.038325813,-0.003922689,-0.006926126,-0.000897717,-0.005625953,-0.094214921,0.186747941,0.096128959,-0.012114472,0.043945905,0.073240586,0.213052666,0.32006111,0.088784431,0.054217132,0.125642887,-0.015649532,0.226448152,0.05072613,0.097262155,0.053387835,0.149567654,-0.016713808,0.081550149,-0.08731029,0.029004574,-0.064650052,-0.05204244,-0.145175775,-0.14476424,-0.070481893,-0.004421694,11.11090803,-0.270453595,3.394137615,0.804977507,11.11090803,3.394137615,0.804977507,4.216437835,-3.394137615,-0.804977507,-4.216437835,2.870680061,0
292,0.218644437,0.277054424,0.077365306,0.156281477,-0.057898693,0.064520046,0.13999044,0.091914923,0.003893496,-0.160905437,-0.065950025,-0.086503333,0.428253445,0.392789919,0.16069451,-0.033461751,0.103780962,0.008755959,0.191373616,0.300230036,0.061053036,0.176861733,0.014377228,0.160287544,-0.004473895,0.011666003,0.085862508,0.1779485,0.040847787,0.019317049,0.031722158,-0.013360815,-0.043789032,-0.005856125,-0.117085952,-0.132171587,-0.099364143,-0.024276433,11.46532375,-0.246096828,3.481722594,0.821007127,11.46532375,3.481722594,0.821007127,4.240794602,-3.481722594,-0.821007127,-4.240794602,2.870680061,0
293,0.396603754,-0.005430985,0.139826048,-0.12567137,0.090991569,0.17433289,0.079949836,-0.107552597,-0.172227954,-0.138921468,-0.023336245,-0.147566821,-0.071581323,0.305459799,0.3706315,-0.046872344,0.211457482,0.271882865,0.073286083,0.155594897,0.228320115,0.037628641,0.200803403,0.092597058,0.166623957,0.09410902,0.063033655,0.01135101,-0.026563267,0.082066323,-0.007082471,-0.013314579,-0.042429155,-0.067706227,-0.058611684,-0.081183892,-0.066446264,-0.077087117,11.68143205,-0.485787062,3.663683633,0.915668099,11.68143205,3.663683633,0.915668099,4.001104369,-3.663683633,-0.915668099,-4.001104369,2.870680061,0
294,-0.111794821,0.050758774,0.006620624,0.217479044,-0.242844206,0.038906235,-0.011719169,-0.003086474,-0.140667794,-0.119501487,-0.107883165,-0.025397831,0.004161779,0.200431651,0.066220771,0.26234538,0.241088735,0.133756903,0.022139754,0.32507573,0.229978659,0.099900909,0.194512425,0.015814707,0.189125682,0.134157013,0.029214461,0.079272912,0.105758301,0.056175821,0.046244348,-0.023806785,-0.006984067,-0.01113312,-0.055313071,-0.069631885,-0.076937993,-0.023945689,12.42430956,-0.570551683,3.767244453,0.961929939,12.42430956,3.767244453,0.961929939,3.916339748,-3.767244453,-0.961929939,-3.916339748,2.870680061,0
295,-0.09149806,0.16690632,0.143310183,0.168408238,0.119184278,0.071531542,0.044063317,0.025543882,-0.138995859,-0.153199359,-0.012341334,-0.043471284,0.476164865,0.086787674,0.315197599,0.015467689,-0.046765112,0.087849724,0.136626528,0.124114545,-0.028247004,0.020600843,0.032212147,-0.030705485,0.168152582,0.152748124,0.037703199,0.021695637,0.091390068,0.035473197,-0.072747118,-0.079328599,-0.005078066,-0.069311033,-0.094814413,-0.015437847,-0.032679829,-0.097258437,10.90767226,-0.573573562,3.826023556,0.977693018,10.90767226,3.826023556,0.977693018,3.913317869,-3.826023556,-0.977693018,-3.913317869,2.870680061,0
296,0.208287651,0.193012553,-0.082496631,0.074358689,-0.049592798,0.03884606,-0.081794509,0.024092018,-0.066881043,-0.014997674,-0.091510201,0.018971411,0.000125277,0.159613362,0.261298815,0.379850264,0.263744418,0.153241696,0.258461762,-0.066573845,0.171982079,0.081782292,0.18689746,0.203806963,0.148664826,0.123839277,0.018953345,-0.005314157,0.141713882,0.048721191,-0.07650855,-0.029240628,0.002503117,-0.035811305,-0.187139205,-0.109478894,-0.062406928,-0.020480327,12.0546836,-0.396660555,3.634248435,0.888519144,12.0546836,3.634248435,0.888519144,4.090230875,-3.634248435,-0.888519144,-4.090230875,2.870680061,0
297,-0.039087403,0.229610204,0.028163634,-0.165699672,-0.092249153,0.006842611,0.00311535,0.078497934,-0.195848179,-0.08560676,-0.000361095,-0.075251324,0.418850838,0.228608188,0.122342225,-0.002128771,-0.042360121,0.008542708,0.338339481,0.119370378,0.108179715,0.028416011,0.124453963,0.01624912,-0.019196353,0.152614066,0.031238884,0.071864293,0.008780006,0.023487105,0.007586158,-0.041471828,-0.106303186,-0.055925494,0.01106703,-0.032864924,-0.094226955,-0.006917776,12.08788435,-0.710500897,4.197312873,1.111461549,12.08788435,4.197312873,1.111461549,3.776390534,-4.197312873,-1.111461549,-3.776390534,2.870680061,0
298,0.063951206,0.285005457,0.020910254,-0.163720381,-0.056888168,0.164803774,0.096521981,0.076694096,-0.092748811,-0.083837931,-0.095169631,-0.044946005,0.025836368,0.340605023,-0.093067321,0.250354878,0.075182544,0.034070607,0.357477606,0.163962597,0.126660042,0.067068703,0.152929431,0.061368667,-0.012244613,0.092505103,0.068020476,0.13621817,0.116152323,0.003259393,0.042393175,0.039717277,-0.143970339,-0.051830703,-0.012745489,-0.0044896,-0.099361851,-0.00871126,11.65427525,-0.615809068,4.074046488,1.052430847,11.65427525,4.074046488,1.052430847,3.871082363,-4.074046488,-1.052430847,-3.871082363,2.870680061,0
299,-0.098426162,0.093765792,0.082300783,0.293175312,0.121156423,0.131772711,-0.121905784,-0.091291926,0.046652085,0.007032947,-0.097347535,0.02188294,0.042037663,0.116794394,0.072213473,-0.05464744,0.164267498,0.174904897,0.355637883,0.016749024,0.121864025,0.13977749,0.261400123,0.11567213,0.091840614,-0.011412835,0.072227324,0.110912633,0.006247018,0.024574636,-0.019759605,0.061413964,-0.017074461,-0.05418483,-0.111655064,-0.145505891,-0.011973021,-0.004764303,10.95371595,-0.464240861,3.642425971,0.905479088,10.95371595,3.642425971,0.905479088,4.022650569,-3.642425971,-0.905479088,-4.022650569,2.870680061,0
300,0.000840803,-0.036551294,-0.058927015,0.294987547,-0.219051691,0.053255855,-0.039952319,-0.037827222,-0.136792808,-0.170685365,-0.131867909,-0.149232919,0.280448753,0.188300459,0.122461754,0.315945635,0.315319794,0.01155572,-0.04183005,0.18649945,0.099140985,0.051349104,-0.012255805,0.152347733,0.140646227,0.144518925,0.001465504,-0.011648504,0.099121915,0.020251273,-0.034659824,0.080363472,0.041979524,-0.006033029,-0.174356201,-0.103717712,0.011066594,0.001428871,11.80063308,-0.339629191,3.817117797,0.920394606,11.80063308,3.817117797,0.920394606,4.147262239,-3.817117797,-0.920394606,-4.147262239,2.870680061,0
301,0.207536097,0.262358349,0.038620323,0.02691595,0.185764517,-0.070219177,0.009566004,0.07767547,0.065332298,0.036967139,-0.004734772,0.020683085,0.345770255,0.099968828,0.429424995,0.053325602,-0.019164159,0.376178402,0.023838973,-0.005119038,0.065204844,0.002462236,0.218043278,0.081721272,0.012003596,0.046720621,0.066806624,-0.00138875,0.030177563,0.022367903,0.085335328,-0.021920279,-0.142954138,-0.055478426,-0.048292815,-0.075173307,-0.031334501,-0.042885852,10.78281546,-0.873171503,3.267183291,0.904105287,10.78281546,3.267183291,0.904105287,3.613719927,-3.267183291,-0.904105287,-3.613719927,2.870680061,0
302,0.314716139,0.178011957,0.191264524,0.125207272,0.128474664,-0.183038018,-0.057069462,-0.107554381,-0.014459254,0.041230191,-0.124335154,-0.102237032,0.102744299,0.38820786,0.090449534,-0.02151218,0.192191774,0.310449562,0.085946613,0.285266155,0.012824772,0.196190073,0.290502453,0.064413806,0.036697283,0.158312753,0.056024721,0.117414193,0.079123134,0.007028223,-0.032114875,0.073012137,-0.097542396,-0.165328082,-0.176620125,-0.116709077,-0.04889339,-0.006512437,11.79838948,-0.588165679,3.290098561,0.84389074,11.79838948,3.290098561,0.84389074,3.898725752,-3.290098561,-0.84389074,-3.898725752,2.870680061,0
303,-0.136244275,-0.055276985,0.178401326,-0.211178651,0.182477691,-0.053502419,-0.13936611,-0.099513983,-0.039685363,-0.091851459,-0.104525804,-0.093693723,0.390797606,0.308990066,0.319705204,0.288835511,0.247742157,0.120509437,0.213984898,0.162680361,0.095872029,0.219105761,0.16304304,0.14603619,0.004416901,0.002463257,0.15939073,0.154102073,0.086560434,0.085042007,-0.028567642,0.092264054,-0.026649798,-0.114905971,-0.186751953,-0.040392901,-0.028119767,-0.063988892,13.47217662,-1.119795758,4.383570107,1.301884631,13.47217662,4.383570107,1.301884631,3.367095673,-4.383570107,-1.301884631,-3.367095673,2.870680061,0
304,0.044552511,0.24000999,0.023789081,0.192129143,0.233434943,0.140425634,-0.064543629,-0.071285241,-0.175316056,-0.15035332,-0.028123784,0.006087102,0.369448881,0.250746523,0.324187171,0.249251421,0.334170722,0.102223312,0.340556654,0.170567625,0.238573528,0.24159585,0.287675268,0.297199829,0.051017193,0.059409262,0.162322748,0.036370939,-0.020294249,-0.007788908,0.065227986,-0.018164703,-0.197648285,-0.007530631,-0.12419247,-0.08963876,-0.062441469,-0.057594601,12.96504583,-0.961366227,3.568605389,1.012219508,12.96504583,3.568605389,1.012219508,3.525525204,-3.568605389,-1.012219508,-3.525525204,2.870680061,0
305,0.209262219,0.021599276,0.020267841,-0.210402023,0.150209076,0.115785418,-0.148333226,-0.054392994,0.038238708,-0.010611768,-0.107459325,-0.14524831,0.382497444,0.049887044,0.144910236,0.398737391,0.285126816,0.236879267,0.140917803,0.153956133,0.028682192,0.119972326,0.24720242,0.091820968,0.150024796,0.169903254,0.129814728,-0.009446708,-0.023379988,0.002335897,0.059907168,0.040888148,-0.16954233,-0.032014262,-0.1715913,-0.140819197,-0.001062183,-0.041352135,12.40107943,-1.050265535,3.83633771,1.116309376,12.40107943,3.83633771,1.116309376,3.436625896,-3.83633771,-1.116309376,-3.436625896,2.870680061,0
306,0.381679878,0.199585906,0.081572906,0.207599374,-0.247099435,0.030125836,-0.062000634,0.073460936,0.004163014,-0.127919689,-0.126447525,-0.132424648,0.023853816,-0.041655685,0.232176399,0.224406593,0.022835813,-0.009421145,0.379310506,0.078768764,0.2209777,0.15849215,0.003844283,0.220954027,0.024319125,0.174822289,-0.039997832,0.123832345,0.039889033,-0.006785168,-0.042126944,-0.071765305,-0.139760008,-0.035334086,0.013914675,-0.13677407,-0.10273157,-0.01724551,11.46951289,-0.277310084,3.605049311,0.856391411,11.46951289,3.605049311,0.856391411,4.209581347,-3.605049311,-0.856391411,-4.209581347,2.870680061,0
307,0.06030368,0.27329647,0.196594782,-0.077664273,0.162955024,-0.168684596,-0.033795815,-0.050717239,-0.058086244,0.02006825,-0.034223405,-0.133845323,0.416448411,-0.024115841,0.394616238,0.389885429,0.329411742,0.32604654,-0.056045873,0.074707866,0.211021221,0.225030586,0.050247228,0.29563678,0.190801634,-0.006545728,0.092183548,0.033571966,0.069457928,0.015993346,-0.098020942,0.089355824,-0.18799745,-0.014218952,0.026274405,-0.097060221,-0.098730055,-0.021645856,12.48995654,-1.180474342,3.662661061,1.107743205,12.48995654,3.662661061,1.107743205,3.306417088,-3.662661061,-1.107743205,-3.306417088,2.870680061,0
308,-0.011833677,0.199274241,0.022399214,-0.219789679,-0.115844495,0.124198811,-0.050982604,-0.069941292,-0.069152443,-0.198255494,0.008224254,-0.011593627,0.136471928,0.361299745,0.067030213,0.101772334,0.149532388,0.199937813,0.333872616,0.159969352,0.045672179,0.12070963,0.017371743,0.01650253,2.79E-05,0.161564431,0.03803221,0.019178536,0.140331261,-0.019065389,0.055151067,-0.039633948,-0.083361045,-0.096830551,-0.168747741,-0.080281881,-0.062985214,-0.027937627,12.50292128,-0.875597353,4.4442483,1.23065256,12.50292128,4.4442483,1.23065256,3.611294078,-4.4442483,-1.23065256,-3.611294078,2.870680061,0
309,0.125377096,-0.004306701,0.04892456,-0.07564098,0.187350784,0.185933042,0.046756221,0.026299202,-0.001512139,0.026891622,-0.118026779,-0.136759036,0.470793865,0.297678645,0.335680612,0.048913014,0.227032278,0.239187272,-0.048875762,0.075334594,0.140883873,0.113761117,0.261348295,0.196852326,0.158082856,-0.016644,0.04249562,0.028491429,0.125748869,0.099575571,-0.086532201,-0.006349943,-0.190296399,-0.142395887,0.007701062,-0.046198502,-0.040741814,-0.056051591,12.23923405,-0.926121391,3.485304171,0.978806307,12.23923405,3.485304171,0.978806307,3.56077004,-3.485304171,-0.978806307,-3.56077004,2.870680061,0
310,0.194911082,0.03569794,-0.074892316,0.087526151,-0.041330171,-0.110066616,-0.136891288,-0.021620802,-0.141967394,-0.049072192,-0.084725982,-0.067345285,0.016790613,-0.027215811,0.00408627,0.065614814,-0.010927498,0.27635128,0.285401057,0.212134564,0.206288564,0.065138156,0.060103114,0.225949197,0.098005199,0.158858835,-0.033367858,-0.039692627,0.123739773,0.074878407,0.020896194,-0.004077967,-0.053043567,-0.143686942,-0.023469584,-0.054105367,-0.107486554,-0.038163203,12.20663439,-0.410437361,3.716826696,0.911779363,12.20663439,3.716826696,0.911779363,4.07645407,-3.716826696,-0.911779363,-4.07645407,2.870680061,0
311,0.226657125,-0.030354716,0.033296272,-0.12575283,-0.003918833,0.121904128,-0.135619787,0.033871227,0.011799622,-0.159998417,-0.106609193,-0.113526366,0.110761722,0.139907005,0.228968966,-0.009346165,0.131799826,0.006564221,0.173183436,0.212355761,-0.042706193,0.148504299,0.101114634,0.249362146,0.014743457,0.027776876,0.036490485,0.134150975,0.001768717,0.065725752,0.059792317,-0.094299596,0.017666484,-0.118987138,-0.164402219,-0.112062394,-0.01218758,-0.092370909,11.35447438,-0.603800043,4.182056873,1.076991617,11.35447438,4.182056873,1.076991617,3.883091388,-4.182056873,-1.076991617,-3.883091388,2.870680061,0
312,0.075982185,-0.115636215,0.164715427,-0.17461659,0.241242789,-0.07076523,0.122036159,0.061013759,0.058816838,0.011746699,-0.050586558,-0.12729104,0.173194947,0.313809209,-0.042656448,0.255506702,0.078470926,0.02187769,0.077857345,0.286965743,0.284339222,0.044252524,0.165660121,0.20200259,0.141495578,0.165497432,0.064269233,0.167052479,0.012440416,-0.003905786,0.054459329,0.076184349,-0.006882319,-0.187003013,-0.085896457,-0.103002359,-0.057162094,-0.069769107,12.16902119,-0.722632158,3.816665842,1.013922146,12.16902119,3.816665842,1.013922146,3.764259273,-3.816665842,-1.013922146,-3.764259273,2.870680061,0
313,0.187258998,0.050015782,-0.086746135,0.003999471,0.065691573,-0.007153952,-0.019792246,-0.029984966,-0.017539061,-0.024546132,0.029563393,0.015964922,0.330607301,0.397787738,0.447424634,0.18932017,0.195278299,-0.072320555,0.248777054,0.26964871,-0.013728681,0.099252804,0.150824698,0.206014619,0.111398924,0.145279763,0.049864308,0.113282254,0.024233916,0.008056967,-0.028861101,0.010832894,-0.165547284,-0.05278524,-0.188584664,-0.060758026,-0.031174884,-0.030949671,13.05682649,-0.506400765,3.617553353,0.908820961,13.05682649,3.617553353,0.908820961,3.980490666,-3.617553353,-0.908820961,-3.980490666,2.870680061,0
314,0.065535682,0.227352183,0.056649501,0.213705682,-0.213398725,0.185281678,0.051374724,-0.023491121,-0.11718895,-0.118312607,0.016153046,-0.035160711,-0.07896325,0.252896951,0.134344955,0.224743904,-0.019028591,0.27547233,0.042042737,0.072508829,0.123333509,0.026036703,-0.007666002,0.271247304,0.064472127,0.064958228,0.087368001,0.108347253,-0.027361987,0.012608464,0.073894067,-0.082484748,-0.016306622,-0.16117335,-0.16010684,-0.084464426,-0.001074894,-0.066979113,10.96034232,-0.256235656,3.650421682,0.862850082,10.96034232,3.650421682,0.862850082,4.230655775,-3.650421682,-0.862850082,-4.230655775,2.870680061,0
315,-0.056817871,0.077162897,0.158799709,-0.085528439,-0.003799458,-0.161308033,0.02420325,-0.088753954,-0.021146877,-0.075289678,-0.113650986,-0.087376357,0.245923435,0.332347475,0.149049436,-0.043653613,0.207181047,0.367930116,0.130096706,0.010450199,0.087209544,-0.02640301,-0.026185272,0.078851703,0.131512471,0.129684335,0.113331882,0.108309152,0.10301376,0.077450295,-0.013666744,0.063277804,-0.109606782,-0.116666892,-0.019700884,-0.009563682,0.010884956,-0.006682241,12.31339013,-0.799053566,3.916593073,1.062029627,12.31339013,3.916593073,1.062029627,3.687837865,-3.916593073,-1.062029627,-3.687837865,2.870680061,0
316,-0.149772429,0.2855728,0.071795202,0.258491923,0.0536488,0.16185528,0.093733188,0.119730466,-0.045859932,-0.033947472,-0.006039031,-0.034325123,0.204733603,0.113966816,0.244499428,0.106600434,0.158185375,0.244874341,-0.024935692,0.157666004,0.083580671,0.052616235,0.034937542,0.238949916,0.04998504,-0.009440448,-0.041373739,0.192607716,0.072726755,0.015683442,-0.00928688,-0.066230796,0.048660512,-0.159701557,-0.079178444,-0.006930627,-0.010276622,-0.023837955,10.64837906,-0.548355402,3.582324766,0.909557445,10.64837906,3.582324766,0.909557445,3.938536029,-3.582324766,-0.909557445,-3.938536029,2.870680061,0
